,name,symbols,number_of_values,first_year,volumme,return_2014,return_2015,return_2016,return_2017,return_2018,return_2019,return_2020,return_2021,vol_2014,vol_2015,vol_2016,vol_2017,vol_2018,vol_2019,vol_2020,vol_2021,correlation_CAC40,correlation_NASDAQ,correlation_SP500,correlation_DAX,correlation_NIKKEI,correlation_MSCI World,correlation_EURO STOX 600
10,Amundi MSCI World Info Tech ETF EUR Acc,1rTTNOW,2557,2014,712.8412201798983,0.2097112206661732,0.2092103115356768,0.23001164190452839,0.22209491245892626,0.22683871946903567,0.23704564043972767,0.21588445220729166,0.15885866036563687,0.17072840971107436,0.1730045122188487,0.17026803808837776,0.1794570131227477,0.19040011514867977,0.2013009928676516,0.21288590784697958,0.21543796372237198,0.8638240022085667,0.9817987834179279,0.9789314226128922,0.8752917961589319,0.9192717844366171,0.9515924892545962,0.8060520696541633
11,Invesco S&P 500 QVM ETF,1rTPQVM,1876,2017,214.20309168443498,0.0,0.0,0.0,0.11925508730276652,0.11809851454912663,0.12851591992776756,0.15321585827569895,0.12709635037485875,0.0,0.0,0.0,0.13428816594934195,0.13904505026171884,0.14795355603646315,0.1494379447578739,0.15031792423254106,0.8804071184712913,0.8718583872873185,0.941335022442327,0.8086486890029985,0.8857065251601877,0.9051196782083306,0.8594476310390071
12,Lyxor STOXX Europe 600 Fin Svc ETF,1rTFIN,2472,2014,1644.7289644012944,0.09516040954726866,0.08879669165228464,0.11077287296780312,0.095515655685004,0.10126766685008072,0.10598549360289178,0.10657537328578041,0.018260392353639566,0.1712115587014163,0.16970049569658768,0.16744435536339572,0.17313161120765677,0.18387987033658124,0.19245858948073485,0.20582769735957454,0.15991478519662894,0.9154663681891133,0.9676245873774599,0.9741314203086351,0.9373168977774511,0.9424418855847458,0.9757714729795149,0.8889361951933348
13,Amundi MSCI World Financials ETF EUR Acc,1rTFINSW,875,2021,63.901714285714284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07599114393445683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11830326571552008,0.7135346771634178,0.6824795266820528,0.8534331795969399,0.7442790022660573,0.8206802887928792,0.7571132324357135,0.7746004193982619
14,Amundi PEA US Tech ESG ETF Acc,1rTPANX,1375,2019,13581.313454545454,0.0,0.0,0.0,0.0,0.0,0.2281480860202492,0.20579364730941352,0.14399072291198073,0.0,0.0,0.0,0.0,0.0,0.20794894195886288,0.21621868709212552,0.2169046718522897,0.8035445141655583,0.9501076170027092,0.9691833889011879,0.8598998901609508,0.930427524606313,0.9327638032388648,0.8408897058695588
15,SPDR® MSCI Europe Financials ETF,1rTSTZ,2557,2014,21052.77903793508,0.06486042389761446,0.06400209183277246,0.09485705927170433,0.0695463187390042,0.08468749703174978,0.1106024433462296,0.17819684580897308,0.13033558445578297,0.20562038076698247,0.20841047628814716,0.19924442832685293,0.19814959402043097,0.20716818545096996,0.21417372027684095,0.17464414823328892,0.1258987419149705,0.8623833347887307,0.5860649902833696,0.6661946899965134,0.823039925029855,0.7933225990935313,0.7019486314620218,0.8900631165944718
16,HAN-GINS Cloud Tech Equal Wgt ETF Acc,1rTSKYY,572,2021,532.5297202797203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038188706292758036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19916887359519655,0.4330879926997238,0.9046228228594371,0.8575403999209142,0.5071179359978856,0.5011097780497538,0.873876213789357,0.6179901795625622
17,Amundi DJ Global Titans 50 ETF Dist,1rTMGT,2557,2014,2094.3202972233084,0.11509491566872487,0.11535418492569056,0.13042680271157422,0.12987061025423874,0.14247457334777092,0.14882383306073063,0.1548493367411756,0.11631645398768449,0.13259643980238117,0.13434666127888367,0.1328109826561411,0.13999599445076702,0.1453929851481756,0.1555423237002582,0.16772333012253693,0.17205670001222476,0.9138087075617924,0.9644950750277075,0.9858539614814936,0.9160459811958604,0.9526752614128965,0.9723953492721014,0.8784072055773496
18,Lyxor STOXX Europe 600 Con & Mtl ETF,1rTCST,2490,2014,2133.4144578313253,0.1001146853261554,0.09614073681355514,0.10477143537929688,0.09024402593833952,0.11048673839984578,0.1186789397261226,0.143192171754675,0.072475922212841,0.1638624420963736,0.16470212152871727,0.17166737839778057,0.17872271376500984,0.1845739860933196,0.19112937287566506,0.19535210876086817,0.1574911326031918,0.9536368191830729,0.9320414037817596,0.9591329646325282,0.968179195171063,0.9443747226083536,0.9621184334001683,0.91406408891059
19,Amundi S&P 500 Clmt Net Zr AmbtPABETFAcc,1rTPABU,965,2020,1414.0227979274612,0.0,0.0,0.0,0.0,0.0,0.0,0.12215195006037631,0.11792982168366538,0.0,0.0,0.0,0.0,0.0,0.0,0.14878001979226124,0.1455475099572909,0.8341530625669394,0.7127543758024368,0.9201946023487542,0.785906163510112,0.8359051873008605,0.799574309434407,0.8404120391099115
20,FinEx Physically Gold ETF USD,1rAFXGD,2261,2014,9803.475011057055,0.06839905307770101,0.06858499319838886,0.06876776311375979,0.08412194366597446,0.1110527294344716,0.10488902421908919,0.06383706428545549,0.11973913223973702,0.11272339291226964,0.11458440589265045,0.11741899310580979,0.11817312620574454,0.11167210491962723,0.11272824058547452,0.10006416043511296,0.07290673722293166,0.743705224970546,0.8246278742314059,0.8499125866155178,0.7508478942040708,0.7985912054455311,0.8224711262463971,0.6910927120524499
21,Amundi S&P 500ClmtNetZrAmbtPABETFEURHAcc,1rTPABH,910,2021,3222.991208791209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0491475700494993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17961813880314262,0.6718701423364941,0.9795890879412308,0.9749898495818682,0.8523966339239559,0.7559137454222038,0.9879584190134236,0.8964713274056284
22,Amundi STOXX Europe 600 Ins ETF Acc,1rTINS,2556,2014,5323.79186228482,0.08588294675863674,0.0822372682042903,0.10516107351348522,0.09083096470490593,0.09739272189601729,0.09840005600203455,0.14830398830000208,0.1129543017554251,0.15386844076426728,0.15451358846115332,0.14739473539728287,0.1498214853968018,0.15950028310365846,0.17090443144034015,0.13680825449449371,0.08925722765025682,0.9720748617685991,0.8786680289140235,0.9268892059886105,0.9429544063290733,0.9526961463357583,0.928750799118128,0.9383937858158665
23,Amundi IS MSCI Nordic ETF-C,1rTCN1,2554,2014,1046.482380579483,0.09000928450926625,0.08909066437774339,0.10812789300318044,0.10332236839399593,0.11910273803678394,0.13550293140531103,0.1445446542791042,0.06800729579887749,0.14302220715903002,0.14495494659192945,0.1419217828892663,0.15052168324680962,0.15634564855070543,0.16416611277678875,0.17608490065412832,0.12369896260112341,0.9448789163457327,0.9448122204514453,0.9726216239515268,0.9460722330240947,0.9588900400042077,0.9753918275917819,0.9305168096334352
24,SPDR® MSCI Europe Industrials ETF,1rTSTQ,2556,2014,793.0892018779343,0.10379248917473875,0.10293870295313401,0.11840081151481822,0.10359245904086639,0.11717975734578594,0.128436764550542,0.1565790254320274,0.08402312335043965,0.16610473926775499,0.16824923790289645,0.17066795304828125,0.17731014011946686,0.1858625781364346,0.19514733571046664,0.19837378403783712,0.15169241437628284,0.9607910095180556,0.9529210520173995,0.9785075556949243,0.9735565631306313,0.9676029864530449,0.9817908966897685,0.9349265023367634
25,SPDR® MSCI Europe Technology ETF,1rTSTK,2555,2014,1132.9831702544031,0.13363922153152136,0.13139323243079945,0.14758144736764425,0.13427526713042426,0.13943439917790876,0.1497898399729889,0.1531517298874755,0.07070392072307417,0.17850782824489744,0.18021973095471924,0.1825490102013111,0.19025334917884404,0.20231777139508353,0.21522718793697557,0.23412837698117803,0.2072525045938683,0.9011857915945853,0.9854672847747009,0.9861592932705184,0.9301525780686292,0.9419699368821569,0.9796910461230037,0.8641107852445307
26,Amundi S&P Glb Comm Svcs ESG ETF DR EURAcc,1rTTELW,2556,2014,737.341158059468,-0.0459819328253352,-0.051604567574124495,-0.06293422669537539,-0.07325791330089962,-0.0765151541451918,-0.1260912619272016,-0.18669907778682582,-0.36952841686860455,0.339917921564413,0.3435261062348616,0.36288732577508154,0.3872064315028494,0.4188139962856805,0.4439411945730818,0.47953108317651416,0.430099712967422,-0.33859007330950064,-0.23925953544656142,-0.28058138485690987,-0.3295775199935042,-0.39996508542995235,-0.2891687374301408,-0.33769410446166853
27,Amundi IS MSCI Europe Momt Fctr ETF-C,1rTMCEU,2131,2016,1350.327076489911,0.0,0.0,0.09245470090923294,0.08697068473656562,0.0958268084743032,0.10482520491217319,0.1028979414619197,0.05108376523663862,0.0,0.0,0.12017737762322876,0.12362373563314959,0.12931041110000216,0.13448472046974166,0.1437512111729235,0.123769167219962,0.90444257631218,0.9676064256633878,0.9874958987341953,0.9258094216173145,0.9490608335343433,0.9857016039938524,0.9183842793455427
28,Amundi FTSE MIB ETF Dist,1rTMIB,2557,2014,39897.74657802112,0.06394030860707693,0.06235103168381924,0.09856359108351755,0.08220204006154623,0.09242529899320735,0.1121023996103488,0.15861191991655924,0.11658143716127702,0.20041565645832063,0.20309660683267952,0.18484653893576625,0.1870304352275889,0.19322880876082554,0.1984221502711143,0.18518353226354217,0.17216922138762528,0.9003262164797332,0.697186299111858,0.7571904125731992,0.8803896660357821,0.8663999028823011,0.794283538391797,0.9326958272278632
29,SPDR® S&P® US Comm Svcs Sel Sect ETF,1rASXLC,1543,2018,2700.7790019442646,0.0,0.0,0.0,0.0,0.14728972896838793,0.14547919154681452,0.1471763046753934,0.06970589208913344,0.0,0.0,0.0,0.0,0.2201551910859482,0.2266219237451176,0.25051677219969437,0.23984084961980187,0.8122426853283753,0.9759706774814028,0.9657157337522675,0.9197573907519357,0.900993343287775,0.9706891003618012,0.8790923578561705
30,Lyxor STOXX Europe 600 Media ETF Acc,1rTMDA,2411,2014,1730.2745748652012,0.06837905919769777,0.06279814326727085,0.08204294856568663,0.09141923230035788,0.10351886423150235,0.11012619845735705,0.17627036360423892,0.09611596991545059,0.1665345354419416,0.16596008013456082,0.16687338319651754,0.17739166781480098,0.18996936670907538,0.2098253535608414,0.18740011643827817,0.12285419054761146,0.9332242199656224,0.7398222270946094,0.8156519151714448,0.8364185930541561,0.8681196317417461,0.8190492164627153,0.9137242278014142
31,Amundi Nasdaq 100 II ETF Acc,1rTUST,2560,2014,37491.333203125,0.1901568603772747,0.18842344093268307,0.2092969010853913,0.20597761363022965,0.21260139703642245,0.22548283628393792,0.2006223297839334,0.13666679486237268,0.16791385631981443,0.17004074481749976,0.16796161112117106,0.17801335321963402,0.1888929710100097,0.20122028202086503,0.2126447990517448,0.2092885393666942,0.8698463456044834,0.9848238422906728,0.9826620767551109,0.8786899015250517,0.9286111878330807,0.9558373010163956,0.8149772175938481
32,Amundi S&P 500 ESG ETF Acc EUR,1rAU500,1773,2017,1266.0812182741117,0.0,0.0,0.0,0.1386159511740625,0.142292911267685,0.15661171808611316,0.1656073643509264,0.09910476948889783,0.0,0.0,0.0,0.15968285281448616,0.16107878041397353,0.1705215468212303,0.1835668554570555,0.15707705038498096,0.8883714125062661,0.9685124401622726,0.9968953740024618,0.9027630383990544,0.9344787729863478,0.9770983047229265,0.889676055623261
33,Amundi S&P 500 ESG ETF Acc EUR,1rTS500,2006,2016,2901.192921236291,0.0,0.0,0.14460239574302444,0.14590996049909957,0.15527453901792404,0.16024063918088385,0.17575651277362495,0.13040143107171817,0.0,0.0,0.1279605568641204,0.12866868670825726,0.13376940690151978,0.14314323914849858,0.14882879569553517,0.13113753322216742,0.883560435279747,0.9419557103260827,0.9778133235835276,0.841888243301982,0.9240888477789206,0.9493785436455789,0.8609346957153938
34,Amundi S&P 500 ETF D-EUR,1rTSP5,2561,2014,47974.0027333073,0.11906464314773466,0.11770739874575432,0.13040864478938616,0.12773661733360603,0.13627521697101277,0.1400087874464008,0.15394933792849927,0.10480636295414883,0.12090618823062958,0.1222834121130135,0.12178469156359814,0.1274374985945231,0.1328911620586502,0.14235259125164854,0.14890101261098554,0.12828234652967077,0.9197387525339378,0.9651256296745374,0.9874126277530993,0.9091919557634172,0.9467353619030496,0.9691838222627184,0.8718635666690472
35,BNPP E ESG Equity Momentum Europe ETFCap,1rTEMOM,2116,2016,186.08553875236294,0.0,0.0,0.06514285954896415,0.054522540039343155,0.055357955580700426,0.06890698545547452,0.09038707215456152,0.0437007784700912,0.0,0.0,0.13385049749354658,0.13345263548828346,0.1396639519872341,0.14585799510316227,0.14914384035861727,0.1291350587900242,0.9283987736556449,0.862038584166299,0.9082732804989538,0.9632797708415728,0.9240827759980719,0.942251423509971,0.9635923117772041
36,Amundi IS Nasdaq-100 ETF-C EUR,1rTANX,2554,2014,5374.464369616288,0.1964246658310144,0.19425229860796192,0.21402684445302914,0.2094200882980423,0.2150244156185905,0.22660964563535446,0.20052312444290615,0.1365421824316077,0.16721234944385854,0.16901836770061865,0.16784403558357355,0.17752443026833553,0.18854521029708027,0.2013330891058194,0.21244524144551472,0.20903646228691866,0.8634323649175111,0.9847215091236194,0.981516384093691,0.8749194756474216,0.9213035650007335,0.9538560095021176,0.8029853727260496
37,Amundi IS S&P 500 ETF C EUR,1rT500,2554,2014,24364.893108848864,0.13645385150255931,0.13500700162434906,0.14764047312286674,0.14455546279484746,0.15280392266672752,0.1556617266482957,0.16872940780600537,0.11854875851468787,0.12117037849308822,0.12246260971304983,0.12196161516724506,0.12746318595437123,0.13296860275946296,0.14260929581066956,0.14922745349436203,0.12707358107087025,0.9115423162620764,0.9678126798951868,0.9868053965546033,0.9019179685589926,0.9408388819741245,0.9648002261566497,0.8571825473602412
38,Amundi S&P 500 II ETF EUR H Dist,1rTSP5H,2560,2014,3758.24375,0.0911659182438253,0.09363551691480246,0.10487399305809371,0.0983018744060518,0.09842180343174786,0.11354584997054994,0.12113200109138916,0.04828620678912708,0.1395696919665776,0.14089541756161555,0.14438941934104124,0.1532702346640694,0.16368644961109835,0.1732887530751763,0.18748474663050077,0.153857833513687,0.9148826551357557,0.9816432237287899,0.9960577857667301,0.9305832424960001,0.9509881621233971,0.9970068802125923,0.8839194326716551
39,Amundi S&P 500 ESG ETF Acc EUR Hedged,1rTS500H,1147,2020,5525.794245858762,0.0,0.0,0.0,0.0,0.0,0.0,0.13010792363747004,0.06996126352243685,0.0,0.0,0.0,0.0,0.0,0.0,0.18215591788413085,0.15625261293280268,0.8923622934339064,0.9292725705014413,0.9970235232934976,0.9248041652043338,0.9012176813994219,0.9806138440459631,0.9528705205170169
40,BNPP Easy S&P 500 ETF EUR C,1rTESE,2555,2014,48940.85479452055,0.1376651024251116,0.13617233193185974,0.1483768237013506,0.14475619090057001,0.15284245783773134,0.15539230759203673,0.1681761154699197,0.118025818348619,0.12101129551635725,0.12228146064157933,0.12206593498766924,0.1273812823447073,0.13286351737564187,0.1423307531624243,0.14904018254229562,0.12707495626380397,0.9114459722694082,0.969577974426445,0.9869892883091054,0.900965349253678,0.9403276775945417,0.9643995276695998,0.853602321549655
41,SPDR® S&P 500 ETF,1rTSPY5,2506,2014,930.6799680766161,0.11652654125695729,0.11648854472465636,0.12904732307265948,0.1261846248899786,0.1345753104030161,0.13805765844856865,0.1522464980497389,0.10305353772419587,0.12104585783325794,0.12142543728897057,0.12100684029159514,0.12652838250247722,0.1319571286382074,0.1413839579448571,0.14760076669483052,0.12609915363086177,0.9119684759063027,0.9622078758047448,0.9870575648860793,0.8950164514187344,0.9431999837024148,0.9690017116047798,0.8590977083624699
42,HSBC S&P 500 ETF,1rTHHH,2562,2014,19944.581967213115,0.11874524201944092,0.11744264214424732,0.13020964875523391,0.1275975926495879,0.13610910553821512,0.13962608189589903,0.15350146056131914,0.10352539756573709,0.12043572485946229,0.12186383531819503,0.12132458205277696,0.1269417356550695,0.13233708025470745,0.14179195956542143,0.14835005216267155,0.12639350100643232,0.920778387372274,0.965441576144157,0.9875388002879313,0.9092717853618748,0.9466104482537396,0.9693421377835916,0.8729805589805124
43,Amundi PEA S&P 500 ESG ETF Acc,1rTPE500,1375,2019,22532.368727272726,0.0,0.0,0.0,0.0,0.0,0.1568953615097145,0.16806895515179113,0.11763635848927635,0.0,0.0,0.0,0.0,0.0,0.1411068167141966,0.14928378896815708,0.12694231782353824,0.8899483257670365,0.8787075774586768,0.9641148374564763,0.8814597121988201,0.9304448303854596,0.9211206971898358,0.8979982595943907
44,Invesco EQQQ NASDAQ-100 ETF,1rTEQQQ,840,2021,2018.0833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12748487365771288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22469023690559956,0.6676612279376832,0.91434403073845,0.953063266613524,0.8032725310970185,0.9186883811121817,0.9039917860832234,0.8180632374738623
45,UBS ETF S&P 500 USD A dis,1rAUBU9,2215,2016,792.7354401805869,0.0,0.0,0.12846022807829366,0.1263892227163531,0.1347095453233422,0.13831885783267084,0.15226854940345175,0.10334283074572337,0.0,0.0,0.12107893081266116,0.12632246759003743,0.13176026214797318,0.1411061158142958,0.1473136681007025,0.12552747255691796,0.9137001949064503,0.9571428308860275,0.986211931311282,0.8987170003012335,0.9437042675396414,0.966129605262406,0.8961426133388399
46,Amundi PEA S&P 500 UCITS ETF Acc,1rTPSP5,2561,2014,10702.896134322531,0.13682904406004462,0.13541165065068167,0.14777647038730743,0.14432269365785544,0.15246663972825383,0.15523437116003333,0.16814172686720738,0.11746417091788203,0.12132708358282403,0.12269980145719264,0.12247651155105876,0.12785856031240556,0.13345614738025333,0.14300872017919788,0.14984465014525147,0.12734986843293492,0.9106267510881809,0.9685481295678298,0.9868724856398661,0.9005604400774722,0.9409944036103579,0.9646321424784823,0.8561448504260247
47,Amundi PEA Nasdaq-100 UCITS ETF Acc,1rTPUST,2561,2014,10482.729012104646,0.19528414413465517,0.1932135108734089,0.21308651614769383,0.20851445013278772,0.2141278272706594,0.22564631251696293,0.19902372289421508,0.1344624330854258,0.16783728717902355,0.16980443920746854,0.16875608011064858,0.17851631999814913,0.18964104309466667,0.2025270491389877,0.21364580886526402,0.2100334672750421,0.8645318812537908,0.9854129574435784,0.9812081433041424,0.8744750063341258,0.9240783292204265,0.9547412058322582,0.8073057781356494
48,Vanguard FTSE North America UCITS ETF,1rAVNRT,2544,2014,1153.989386792453,0.113946774853769,0.11307750857109893,0.1263614733942136,0.12294571885571698,0.1317456649031845,0.1352117553664302,0.14769256263139824,0.09360159809340234,0.12389991331166753,0.12507789514864862,0.12408750710116515,0.12957500488087711,0.13530938789558133,0.14511938159012597,0.15269754869865146,0.12738192620297178,0.9212726798186549,0.9691052418287109,0.989125115212172,0.9094444723971684,0.9476266077074522,0.9741857921965316,0.870029617347007
49,Lyxor STOXX Eur 600 Idl Gd & Svc ETF,1rTIND,2556,2014,1769.5610328638497,0.10150770423011263,0.10108076277134019,0.11687763677038973,0.10094282654864663,0.10911083327145846,0.1218816533331517,0.14776469293370287,0.06337114672954912,0.1734322204995946,0.17588621320398193,0.17833850938206888,0.1850537017909364,0.19610513480330033,0.20654581558493235,0.21366373012039833,0.1539485951646371,0.955057415969292,0.9593742420558863,0.980365024964895,0.9715013697695994,0.964219112949525,0.9857180162998327,0.9272940672572167
50,Amundi IS Nasdaq-100 ETF-C EUR Hdg,1rTNDXH,2051,2016,1598.0858117991224,0.0,0.0,0.18506174423067812,0.181533351561332,0.17875535440906193,0.20267211413403133,0.17058580167267698,0.08287069520188375,0.0,0.0,0.21820722548506125,0.22218305420723988,0.23754872184871842,0.2514720400817317,0.2636571171661733,0.24624023127008082,0.8153944425381292,0.9984278125397376,0.9833035874911997,0.8399040651762737,0.9106720138342486,0.9681576584554701,0.821120310749417
51,BNPP Easy S&P 500 ETF EUR H,1rTESEH,2264,2015,46574.84319787986,0.0,0.1226883026156026,0.12330180085481143,0.11586181532165243,0.11556571703949473,0.12961889225089826,0.13588750546908324,0.06113594150428719,0.0,0.1448651529587171,0.14591665780909374,0.15460662174626885,0.16496307060264856,0.17506346383700233,0.18946469891096088,0.1530305944782913,0.9123836772962347,0.9851456500201252,0.9990594979999936,0.9222105963399645,0.952839351994907,0.994863536359569,0.9087881706518606
52,Amundi PEA S&P 500 UCITS ETF EUR H Acc,1rTPSPH,1488,2018,11613.891129032258,0.0,0.0,0.0,0.0,0.129759898969356,0.12847929878559475,0.13508898210972745,0.060499398812676526,0.0,0.0,0.0,0.0,0.17411650539533471,0.17505064649682267,0.18938577645880875,0.15307221450415492,0.8776773439999634,0.9676715034691815,0.9979334659744616,0.9402767933795574,0.9341536121771119,0.9928534018518471,0.9285584594979035
53,Amundi MSCI East Eurp ex Russia ETF Acc,1rTCEC,2554,2014,10947.253719655442,0.05098508274511638,0.05606390487715898,0.08033326529286965,0.044147596293202605,0.04580042454409503,0.05900593386052497,0.1349720860105739,0.10392786063613252,0.23667011266753704,0.2383953878984467,0.24055065728799524,0.2356845365869936,0.24995333064731842,0.2720596657435455,0.25147421123639496,0.26121247302917244,0.43977514668314344,0.24519426307928718,0.28585166586235095,0.4767689132249717,0.390741752485969,0.34125747385194605,0.4884418629280317
54,HSBC MSCI USA ETF,1rTMUS,2560,2014,2973.066796875,0.11859397832177611,0.11732496052401957,0.13060801006006129,0.12797187940648205,0.13650551200506714,0.1402734057049086,0.151769670488075,0.09639668684584864,0.12394722976407421,0.12547964934059996,0.12485081205934762,0.1306792015335273,0.13654829444057887,0.1464211449407837,0.1547953593798127,0.1295079815176416,0.9189125142413277,0.9682552714197652,0.9889961355611738,0.9109106661495594,0.946076133209823,0.9718349479086111,0.872965357798545
55,Amundi IS S&P 500 ETF C EUR Hdg,1rT500H,2550,2014,8492.686274509804,0.10746319185862026,0.10991645028289919,0.12100274508981197,0.11372720239233054,0.11342413573481959,0.12755597981551312,0.13405225608283722,0.05936400239402002,0.1408857838011619,0.1422190836348247,0.1458904213226276,0.15468634972035053,0.1649522846806349,0.17511646368870612,0.18951390999467774,0.15309118914927655,0.9116169905690729,0.9871515091435021,0.9990475773643744,0.9219899348916154,0.9510067038552641,0.9935018630918627,0.8686001006369576
56,Amundi IS ITALY MIB ESG ETF DR - EUR C,1rTFMI,2553,2014,4381.623580101841,0.09697369637925372,0.09525213872014096,0.13193210503029523,0.11392236606206287,0.12411711141485622,0.1413648822695419,0.18760869811882022,0.1488605714408018,0.20169105745786303,0.20435390813544177,0.185590851911183,0.1870047762013984,0.19301998621183156,0.1985208531468293,0.1839856618024587,0.1725614689065481,0.9599085376972011,0.8546574736104824,0.8999385321223793,0.942611533916383,0.9509356656671528,0.9122675363634554,0.9480699754076553
57,Amundi PEA S&P 500 ESG ETF EUR Hdg Acc,1rTP500H,1374,2019,6185.7379912663755,0.0,0.0,0.0,0.0,0.0,0.13214610549225606,0.13319922377375618,0.058256044666984044,0.0,0.0,0.0,0.0,0.0,0.17647570851378913,0.18958482729948234,0.1529235490715818,0.875100877980864,0.9669167816547413,0.9969160406092807,0.92592271730615,0.9251687324193518,0.9917834911028629,0.9237387785224516
